file_index,均值 (T1),均方根 (T2),峰值 (T3),峰-峰值 (T4),峭度 (T5),波形指标 (T6),峰值指标 (T7),脉冲指标 (T8),裕度指标 (T9),峭度指标 (T10),偏度 (T11),裂隙因子(T12),过零率(T13),BPFO谐波幅值(f1),BPFI谐波幅值(f2),BSF谐波幅值(f3),转频幅值(f4),频谱质心(f5),谱平坦度(f6),谱带宽(f7),高频能量占比(f8),高频峭度(f9),小波包特征1,小波包特征2,小波包特征3,小波包特征4,小波包特征5,小波包特征6,小波包特征7,小波包特征8,包络最大值(e1),包络最小值(e2),包络均值(e3),包络标准差(e4),包络峰度(e5),包络偏度(e6),包络频谱峰值(e7),包络频谱均值(e8),幅值熵(s1),谱熵(s1),label
J_10,0.014605595869918048,10.498256427638141,35.36419980601091,70.20290702578126,37719.19897529147,718.7831651059538,3.3685783967811704,2421.2774419459092,3.3685783967811704,3.1052298704337207,0.1272552669769154,4.955113660649252,0.35731039874902265,608.3965439413666,709.896438445883,103.68749070660701,0,3505.233845012132,0.08610655794189088,2901.6263159033642,0.0694999970756139,3.251051879280723,15857.798847338341,21126.512836974216,41672.63020109144,20911.507682163807,1494.1128440138527,30006.30930755491,30006.30930755491,7069.637256471478,39.512749123222896,0.20469228044140453,13.10587125333014,6.975845509314667,0.6172159268197364,0.7921222280598831,16775.515204262578,173.24921373975235,7.163873517471318,7.336019207996469,NO
J_11,-0.02154688558912706,41.07752657964492,310.0677653825734,597.070681864453,52366942.42934973,1906.425242280646,7.5483552979117485,14390.375077641804,7.5483552979117485,18.392470831317826,-0.11131769575346594,18.4353093628912,0.44253322908522286,19407.750163293265,9050.420806604452,10685.655259953748,0,3356.1033500613134,0.2708548051953009,3645.3363303499195,0.01660477032297262,6.533422829237324,83555.23352377117,84474.21343222079,696673.5792070248,150619.60801408795,87522.47247079224,658864.1180247254,658864.1180247254,199262.53584771638,357.57565614093716,0.5079707418336584,36.71574395174294,45.01775277817941,13.386152287232303,3.2855513053259493,46996.152258230955,820.9677822111378,5.543745233336143,8.014217885682694,NO
J_12,-0.03761648042860484,10.756752882081729,36.20030667172347,72.05038145976562,44284.204121740986,285.95851497850214,3.36535635507857,962.3523056717324,3.36535635507857,3.3076844962192427,-0.0004943615762462994,5.136404373295762,0.3776387802971071,459.8435103096566,1301.3675802941054,756.1409963443967,0,3333.7970863964547,0.08422825480239085,2905.3664297805763,0.0558404540606825,2.9609073276552733,9454.074327307104,19367.27963536892,48704.12066617132,21945.920050481167,1291.692831936504,36042.73779448558,36042.73779448558,8145.5947110969755,41.37537495127428,0.2482371444203813,13.249359550996965,7.474521421144765,0.34576834519787525,0.8089722292584002,16959.180225276115,182.51324623480065,7.140241411571194,7.259200186506451,NO
J_13,0.07807376012101667,33.17919920541352,273.32117604008283,542.9444051226562,30143903.575977493,424.9724767192558,8.237726725950871,3500.8071292637474,8.237726725950871,24.873442278668456,-0.22425237355814495,22.473211468599484,0.4331508991399531,11711.20395819179,6089.625694988077,9219.132247447535,0,2731.6249446498323,0.0955604194452584,2921.7901509721296,0.008489628908915785,3.6697188698174212,24509.998785716176,31970.285022185315,341062.65806238406,96168.19867004719,68090.31436169537,688561.5018463128,688561.5018463128,92469.35942974726,311.9266394118523,0.3728984673782335,26.639255572033697,38.626895044361625,19.238517342760996,4.134817285993141,34098.247132203134,633.3566894290107,5.170073417761281,7.149348956247042,NO
J_14,-0.03516896931654402,36.749514003015705,255.9673365924266,511.5660773015625,33344941.05762688,1044.9414559819975,6.965189704860359,7278.215471387603,6.965189704860359,18.281993647155527,0.12096550222540536,18.159407962167833,0.41360437842064113,15985.175969859347,6351.493895162456,7757.425313917612,0,2807.892843731199,0.09027555459328845,2936.6989168109812,0.03114598787169459,12.664092324951993,80019.45673111561,61962.73404872649,616150.4369672288,156386.81886579143,57171.13580921409,601155.2238463179,601155.2238463179,86290.13131203002,304.8833408534201,0.35201853899737806,31.104667717980995,41.634875984034814,13.72844627865895,3.511905417411764,39813.97467901568,669.7593585669077,5.482927098953763,6.944481574735656,NO
J_15,-0.03496088487440572,9.650495082712958,38.18095514867659,65.60251484882812,26125.965406124364,276.03692290345674,3.956372685694703,1092.1049420184506,3.956372685694703,3.0121318086644684,-0.06392122744654127,5.834122623252648,0.36903831118060987,333.6663354330249,566.6553851182042,780.813975688991,0,3350.275562753654,0.09955782529883903,2945.793754013644,0.05041968366972049,2.7859020264844365,14291.914212386664,16038.879279218403,29904.20437004468,21571.391723288463,1435.6961377369728,26604.027109687173,26604.027109687173,6299.269492194655,38.42937162571823,0.19421161966401732,12.108513542206694,6.296569556032044,0.41947352436467433,0.7392782029648637,15498.897334024568,158.9044196072279,7.136478251489303,7.503340203219981,NO
J_16,0.21627402803056306,41.99305506660091,334.1622282115672,620.308430896875,55426898.8668501,194.16596365730334,7.957559355507393,1545.0871806222826,7.957559355507393,17.824226598584122,-0.1751300040024119,20.189434272871026,0.43471462079749806,17825.6496495968,9391.86668354953,13855.70994455577,0,3222.0169610755697,0.1735664470464573,3190.7473639178424,0.014037318255388714,14.091348158850272,61002.82726295431,86647.11543222883,779974.4445326645,227945.07562375552,79356.83878826226,639573.5278975307,639573.5278975307,219816.27934186603,334.91756125652495,0.8629825236268561,36.39150150521023,46.92893694139647,11.586090930530789,3.1991365654006154,46581.12192666908,837.5012102535381,5.454150416571178,7.398548590116343,NO
J_17,-0.14202613481550638,31.188755413760006,329.7623839560109,624.3890237566407,34065475.28724332,219.59870593024704,10.57311776572286,2321.8429790008445,10.57311776572286,36.001639124580215,-0.38729491485608303,31.061467087542553,0.4214229867083659,9098.238554205103,4461.373465185687,8037.873799834426,0,3248.0049088358573,0.11815312513941727,3090.9408757126425,0.008697735872540063,3.7312733224074326,37902.73328509516,30497.76210771006,530993.2485698427,90776.85985282113,83238.8536491486,317448.64268959,317448.64268959,89210.7030277003,395.24086518248214,0.3522163494881406,23.877259477012075,37.085202718154946,28.70099211903753,4.887634969167703,30562.892130575456,625.781174504648,4.759507366830298,7.450732320905237,NO
J_18,0.051504552885604446,38.97243099218418,396.4237567803172,742.0318892847656,88607936.02728897,756.6793382081179,10.171902205941912,7696.868229509821,10.171902205941912,38.409851988376204,-0.03480271179630106,38.7649642218701,0.4104769351055512,12591.735428456119,7171.590675304394,11362.678992658613,0,2543.938990522932,0.11927206557847629,3086.136371965188,0.00499844533309176,3.8600227968523515,36076.510086898146,54376.789073695094,1052958.6458479504,139188.71768084404,9770.690651313684,455126.6861625089,455126.6861625089,142263.56493185653,446.1676016167048,0.20707903190570076,25.05699986765246,49.090122513560736,31.730060510569125,5.340045816814664,32072.95983059515,737.8720565651806,4.449683582489555,7.17525942656461,NO
J_19,0.021141747233748877,31.554309267693906,270.3591049580516,503.2354100894531,22372943.999782898,1492.5118969033604,8.568056510584183,12787.926275387184,8.568056510584183,22.567758431095946,-0.22965318651152514,20.261349553723004,0.4042220484753714,12519.474878543773,4320.951516575128,8184.954404936027,0,3455.7438569332285,0.3075864539115033,4110.895848166426,0.04552388068289951,18.19789362744733,51659.536349678936,97935.20979041579,352358.19467916945,88530.47681281983,66771.63593355227,341550.0476214082,341550.0476214082,189758.51134659027,340.41250581366216,0.3287766666955998,28.29747566781925,34.50342761981581,24.79444895820635,4.264265769051088,36220.768854808644,676.156597940679,5.429385127669956,8.024272574175026,NO
J_20,-0.016001216169876795,10.641205767008636,40.48999862827653,77.86700310703125,38321.325912837114,665.0248114915986,3.8050197989601258,2530.432574525258,3.8050197989601258,2.9886644838874226,0.002347972789516084,5.638764866648841,0.40578577013291633,334.71940902773366,1203.7223903735462,392.34837738186786,0,3313.452858560706,0.09436772464171334,2934.515395254386,0.0611490115452714,2.8704933100671512,9844.101948766809,17067.428172865028,47027.06632745064,19703.224669657633,1426.783710533788,40567.43643570762,40567.43643570762,6712.898261036284,41.88549673015045,0.37726033431244027,13.388515512668864,6.871488306815683,0.18166725827470698,0.6394094292827845,17137.299856216145,172.40896973406515,7.0454106181360885,7.376579212171463,NO
J_21,0.07513265080857781,30.151384502585497,206.48415366226092,405.39818823164063,12530510.393530209,401.3086744324366,6.848247835669198,2748.2612611172085,6.848247835669198,15.161414632550322,-0.09545171332640792,15.976029916306484,0.4214229867083659,13155.082053393262,5973.848692686565,7534.572932407335,0,2802.773585008169,0.19022855502682276,3408.315013356818,0.008189503689418893,2.7806746336771844,25221.9388670402,31121.400851159102,416438.16541041754,75723.39569320234,38423.336396429666,444188.63938468706,444188.63938468706,77813.73994044936,208.75991193550567,0.15934756335486427,27.754980212368384,32.37053276902073,9.30699254986249,2.8494601492818608,35526.37467183153,553.1097215329522,5.697077041833868,7.421754727795926,NO
J_22,0.27049245367492836,33.70358845122773,360.85670060757343,587.2347274171875,40306811.40752675,124.60084558119293,10.706773883432831,1334.0730793223636,10.706773883432831,31.237327517729025,1.9143871340091094,28.067217139139665,0.42298670836591085,12500.542766556073,3529.2664885451445,9428.383168540831,0,3902.752968444194,0.3409637849734902,4011.455828907264,0.03459876147038416,18.834652139050835,98212.71905497323,84365.44517228992,329284.60508360236,98794.37719875934,78078.42722762565,434565.8439023458,434565.8439023458,195223.2798563459,361.25228846046633,0.12618051607463923,28.673596232183975,38.061307724432446,24.941397306639566,4.298597442044295,36702.20317719548,777.3885225833872,5.1728566622049605,7.906564064064402,NO
J_23,0.007353743543257995,10.952338857690128,47.12725274663591,85.91169658476562,47901.779227916544,1489.3555633621968,4.302939614906615,6408.607054272755,4.302939614906615,3.3290794232067955,-0.0035338460495965046,6.524741990764026,0.3635652853792025,579.188862341975,857.2089241857412,456.8240232210261,0,3229.6777224248667,0.08458396957864234,2833.241804806238,0.06056700046519236,2.9516404512318455,11161.164589212058,22700.33545917068,45394.98783031211,22215.544116180085,1769.598690254591,37387.81517808298,37387.81517808298,9928.191874177797,47.12801171306606,0.08866241292614646,13.498665595853092,7.59557020537896,0.3632397557192868,0.6896693477577285,17278.291962691957,182.66492029668012,6.926930045850431,7.383707797532983,NO
J_24,-0.004735305436233994,42.97107391668541,322.3554381115672,594.9648497871094,59673196.76901189,9074.615037052492,7.501684475853849,68074.89874780658,7.501684475853849,17.501467828629654,-0.22010510964893348,18.770199379479934,0.45660672400312746,19378.114785639034,10226.274882184664,10947.261831767277,0,3238.6447680599713,0.2905005913268786,3608.2238966558716,0.022989365797725245,12.884938898500716,72910.16842758168,90525.57761690703,604861.9114100821,147044.50750737672,121001.59513167481,874219.9414302643,874219.9414302643,285689.63014409924,348.6240939441534,0.3560173474820594,37.89422206480719,47.50729827818961,13.495983974471255,3.3599924300181625,48504.6042429532,867.1517837084178,5.594778124824712,8.19913473491119,NO
J_25,-0.0813742292115637,10.815360378308844,37.686614932182785,68.97994876171875,41099.68140349928,132.90891333901476,3.4845454625595838,463.1271509091888,3.4845454625595838,3.003823943988391,0.14558978648879103,5.161379442351784,0.37920250195465205,691.2282939240348,811.1576755582352,1303.4591293022877,0,3444.9845791693288,0.09088559379573061,2950.7388514657027,0.07012923251655873,3.151412755779305,12734.8819958942,20119.13925059978,45171.35781893614,25205.90873496169,1812.354956569555,33316.02736637704,33316.02736637704,8315.056542703795,39.609847746432685,0.2526981992769053,13.555254579524155,7.084665806957608,0.07053672306393466,0.5945254736763396,17350.725861790917,179.21056902227616,7.221638808089292,7.365758160707637,NO
J_26,0.06492840880235229,28.699306876456188,213.01388726382342,419.9769609902344,14644554.277798384,442.01463436166085,7.422265916762326,3280.750155332717,7.422265916762326,21.5869122210841,0.20660579425314698,18.775595088478585,0.41985926505082094,10546.511297313371,5264.550906857752,7372.174694741042,0,2906.287140741388,0.1112250466227686,2979.274831320494,0.007988758588758043,3.7260850896690276,19993.09123449465,29657.57859022654,334617.14166812634,83374.91417130237,20028.62036879565,365070.58628043433,365070.58628043433,92010.83522796183,240.7866539300031,0.6725577527553868,24.64593956692977,32.24706751981445,16.212377443795596,3.7910739803451032,31546.802645670105,557.7123739393712,5.4453521233457085,7.260433674288972,NO
J_27,-0.04719603103590475,33.391586062879696,281.08418722046406,455.8537677996094,18422590.086121388,707.5083503838869,8.41781479595352,5955.67426012215,8.41781479595352,14.81844036452692,0.5811745111500157,19.74888856791686,0.4214229867083659,14504.060110746053,4552.355207042028,7944.657721767898,0,3136.315504133007,0.15773251088396742,3468.310355954874,0.037581952891603126,12.34491273646525,78953.92154929094,73439.83996388433,423224.64909084956,120052.6217201633,32521.270987455107,547666.599628217,547666.599628217,61740.07969353368,291.2688058467661,0.27248851147901826,30.95472185669187,35.65862986116091,10.861009590065947,2.9530781900303777,39622.04397656558,633.392667805754,5.697582653182283,7.300530397993903,NO
J_28,-0.0761445195899818,10.143951453053143,34.32516190444841,67.54461294492188,32729.05931807882,133.2197183418538,3.383805814066388,450.7896574734515,3.383805814066388,3.0910417771649774,0.025202576120204087,5.123452614341578,0.36903831118060987,544.9833962465669,917.3060653208817,616.7055367244081,0,3278.1913737631858,0.09388846819146157,2886.2554552995093,0.05504834210889766,4.198409597142307,9578.215813469442,22370.472862679453,37909.156831119195,20937.101814980044,1487.4622215587601,28523.56844254164,28523.56844254164,8208.835933502327,35.139266908692825,0.3312454986543021,12.673210613148978,6.721859912342931,0.1899517582592951,0.6669302517720856,16221.709584830693,164.8077368223257,7.183745779833199,7.506447710882945,NO
J_29,0.07918493104203744,45.48705373871445,357.4945466638234,660.7974052722657,76213930.309449,574.4407823575224,7.859259223895535,4514.679017325126,7.859259223895535,17.80258741967932,0.22442928052490038,21.367154336880425,0.44956997654417513,19823.430644483626,10981.90223759458,15776.641792391816,0,3172.3397748709185,0.14731968053800665,3169.262837150629,0.010919189591105171,6.528637497379341,90757.07603992356,88048.58013014216,742413.0112556019,133328.9978302518,59933.16386239713,969177.6482923052,969177.6482923052,377781.0583453648,358.08502411733485,0.6382260688751673,38.25836619595479,51.71491157194568,12.203738734294198,3.290507347252897,48970.70873082214,905.304376246096,5.413676835926323,7.279319560988508,NO
J_30,-0.3486918918636555,33.430556547457606,360.8768869888234,715.3743710121093,54837169.43168752,95.87420105693059,10.79482139271379,1034.9448765786972,10.79482139271379,43.90364747167826,-0.10082542862262839,36.52894507347853,0.4065676309616888,9257.172973151459,5067.3216681835875,8768.429545250026,0,3218.935929603175,0.1818335291284705,3428.7897210514907,0.03375626702872613,13.114449714233665,39623.6595394824,72941.07812363577,758366.2014445342,99578.42263512897,21022.027724088075,208878.81291819725,208878.81291819725,123375.25292788741,417.125297581336,0.0917665845859172,22.882630634470598,41.369696440603896,35.32705199231586,5.536977615846529,29289.76721212237,726.4711682080215,4.453273709276835,7.622080669145227,NO
J_31,0.015789377309432244,27.701700756901026,277.97898908804217,513.9364350832032,22202273.027593505,1754.4517566473385,10.03472644251968,17605.44343455415,10.03472644251968,37.7026350913388,0.5874910957917693,28.206090509643147,0.41282251759186867,8093.356453289645,4825.427975873449,7580.6651519651605,0,2863.4807728868814,0.15328328541949918,3168.290417279027,0.009578173571062611,4.170382239283958,21537.130837366334,46028.43360274922,317585.7955957072,103047.1679698214,11022.64726561044,315745.2310876679,315745.2310876679,107750.09251758264,292.4355690713166,0.6767750400962262,21.411995415515264,32.80689298595482,26.99705915246246,4.903076127674754,27407.354131859538,548.3272863269738,4.896542477883241,7.500045941077966,NO
J_32,-0.039455180270218895,35.23773808765971,312.1990248619578,586.7904868464843,35906367.97692113,893.1080239990046,8.859791853986515,7912.751195756373,8.859791853986515,23.288385651654522,-0.5245962948210745,21.64143600799743,0.4253322908522283,13915.603311680796,5210.7993521959625,11049.606728325498,0,3601.376420507075,0.2951766619374202,4068.650488236842,0.03855923220881894,10.095834604399737,81456.35029586079,88102.0591262347,395200.6951845045,132475.78598995923,84718.37961452024,355421.77482373395,355421.77482373395,177518.75948651927,392.0796761425245,0.19161740810864766,30.78096997147842,39.19089447766939,27.463541631013623,4.447757591004171,39399.64156349237,763.658508409159,5.341660076468565,7.942931399779242,NO
J_33,-0.01001265544325331,10.3045577569057,51.23490096460466,92.14816692539063,38995.776260243714,1029.1533365256346,4.972062088765439,5117.014288065568,4.972062088765439,3.4585984200833173,0.054992618190263645,7.430761282902593,0.3706020328381548,1149.198598827722,414.74223585454604,502.84712502761056,0,3331.797643704652,0.08783584387935059,2921.618561875954,0.0712372822209586,3.4898640199853563,11667.936075362206,20657.224663932902,39609.370374408085,21288.460605821754,1768.1349188112818,31163.94877803587,31163.94877803587,7189.566344452856,52.72215746272134,0.2881732119334115,12.760791474124598,7.03774340001502,2.0097786223764995,0.9871524174376999,16333.813086879489,171.36770702763437,6.761548283192678,7.308415960748808,NO
J_34,0.0024038527372889753,40.60819635471345,311.045176917036,601.3288868425782,54190505.1846344,16892.963418595555,7.659664915921156,129394.43922335588,7.659664915921156,19.928214913612806,-0.02813299834354627,21.284792927146878,0.44253322908522286,18638.411407419044,9542.854371388967,9644.257867209346,0,2784.626870118729,0.13904916040168716,3140.053949421114,0.006341054999264506,4.529752466934151,30745.41609796761,49366.31050079313,1130985.629113916,106969.48129277148,33604.158271709566,423056.6274530959,423056.6274530959,189246.7468425192,314.4521116665227,1.0272858007147485,33.3138137360404,46.77862159593401,11.774932937931741,3.2875438449958887,42641.68158213172,775.3543281087008,5.294395474180639,7.222969332634635,NO
J_35,0.24643946928441585,35.00047626167946,311.49076507749527,531.921239128125,40045461.89022759,142.02463738178807,8.899615043768229,1263.9645994286886,8.899615043768229,26.684403027831564,1.3718563823517218,25.99460894527882,0.4214229867083659,14244.814907846197,4682.20473530128,9684.28748067255,0,3634.562429821035,0.28507257321291457,3820.8511380456134,0.037775327958049824,13.50872808741214,64038.14761183071,124473.69817907747,783582.7730034181,73684.1269299393,53392.81627022001,145910.63616161727,145910.63616161727,197892.17992502768,366.47876974837857,0.31950282352456594,27.483370366305813,41.16404429616804,20.997289815046113,4.157402712217511,35178.71406887144,775.0750091480852,5.179865630195301,7.759619448889511,NO
J_36,-0.06137435733259652,12.046819370756118,55.81375917055159,110.50249389375,94000.50336780927,196.28424466382046,4.633070145140596,909.398673913419,4.633070145140596,4.463140768473882,0.0037981471587853477,7.161165583251698,0.39171227521501173,1654.6167098182332,755.1518477206141,1204.1299481996489,0,3038.1440986930957,0.08779967869710689,2867.2470254929694,0.0344992853369637,2.6323820731401955,11584.115236123194,21917.96248019555,62797.668247219866,24081.652154950563,1766.8785206657017,48245.01724848098,48245.01724848098,11519.705441864315,62.068528343070916,0.3291617076794422,14.685108472971569,8.636853267192288,5.8458392287104814,1.778888120421485,18796.93884540361,196.49425787809272,6.693355338764937,7.404304073892927,NO
J_37,0.08431815519334418,40.927258802345065,325.4203494224172,647.0594513660157,51681595.953069046,485.3908237021739,7.9511884974757,3859.4339342009807,7.9511884974757,18.419815908239947,0.04084873617561084,19.129761463489192,0.43862392494136043,20148.417954718192,9994.367341966166,9864.240829690583,0,3416.439040156451,0.2664544874721168,3607.06825178686,0.016574705014960726,9.603765976213943,77487.34445768411,67227.14787507671,899892.9643777544,153533.54747900774,90038.25606038823,484780.6448588347,484780.6448588347,186858.52864844457,364.30307644665334,0.9441343726064322,36.484785039443956,44.93001065830359,15.175452935965769,3.499565723218543,46700.52485048827,822.5437128844891,5.441950883569732,7.949786722981164,NO
J_38,-0.19367630745253053,10.986085331522231,43.067321060004716,75.60178272773437,45287.817789052206,56.72395078171803,3.9201699022337113,222.36752459027744,3.9201699022337113,3.1089198276998244,-0.17678879637202288,5.8106085404847425,0.36903831118060987,188.9584906427572,558.3742299928044,695.1541540695146,0,3486.453510220163,0.08700318931983614,2952.036593687932,0.0871894640558025,3.5068725747234293,14876.164890282878,21199.604993957168,45601.59420076866,22408.384533534445,1726.130735561855,38306.43889271729,38306.43889271729,7400.629127312456,44.431811200166635,0.3337978516631247,13.696773762236745,7.331325897606347,0.5060654403686691,0.680966495486851,17531.870415663034,185.90370326912057,7.116777453190627,7.325250603916193,NO
J_39,0.09343400604905656,37.92863847806584,375.9320022716359,743.7138073558593,79429698.12353384,405.94040737321916,9.91156069282681,4023.5029853505016,9.91156069282681,38.380789095320274,-0.03309894214085278,32.239237152872576,0.4190774042220485,14394.522077992602,7084.6466920685025,11309.887680465983,0,2540.651880541919,0.08189635449136975,2830.072473927627,0.009643142832855871,3.029459623433412,27581.015737373407,46117.20255198129,587992.731663415,128582.38754630071,53030.62965640901,776602.6798097714,776602.6798097714,104670.15890917067,377.4262189038717,0.5501580744496927,27.411973373357718,46.10572866745339,24.062059085022057,4.637308367034055,35087.325917897884,722.9254953033018,4.662992759466592,6.990585575143604,NO
