Filename,Predicted_Label,Classifier_Probability,Physics_Mechanism_Score,Domain_Alignment_Score,Comprehensive_Confidence,Confidence_Level,故障类型,Is_Corrected,Original_Prediction,Confidence_Improvement
I_77,OR,0.9853,0.5,1.0,0.7956,中置信度,外圈故障,False,OR,0.0
J_142,OR,0.9849,0.5,1.0,0.7955,中置信度,外圈故障,False,OR,0.0
E_168,OR,0.9847,0.5,1.0,0.7954,中置信度,外圈故障,False,OR,0.0
J_27,OR,0.9847,0.5,1.0,0.7954,中置信度,外圈故障,False,OR,0.0
I_97,OR,0.9844,0.5,1.0,0.7953,中置信度,外圈故障,False,OR,0.0
I_107,OR,0.9839,0.5,1.0,0.7952,中置信度,外圈故障,False,OR,0.0
E_132,OR,0.984,0.5,1.0,0.7952,中置信度,外圈故障,False,OR,0.0
E_5,OR,0.9835,0.5,1.0,0.7951,中置信度,外圈故障,False,OR,0.0
I_141,OR,0.9835,0.5,1.0,0.7951,中置信度,外圈故障,False,OR,0.0
E_119,OR,0.9829,0.5,1.0,0.7949,中置信度,外圈故障,False,OR,0.0
J_133,OR,0.9831,0.5,1.0,0.7949,中置信度,外圈故障,False,OR,0.0
J_198,OR,0.9832,0.5,1.0,0.7949,中置信度,外圈故障,False,OR,0.0
J_118,OR,0.9827,0.5,1.0,0.7948,中置信度,外圈故障,False,OR,0.0
I_69,OR,0.9816,0.5,1.0,0.7945,中置信度,外圈故障,False,OR,0.0
E_72,OR,0.9814,0.5,1.0,0.7944,中置信度,外圈故障,False,OR,0.0
C_141,OR,0.9815,0.5,1.0,0.7944,中置信度,外圈故障,False,OR,0.0
J_199,OR,0.9811,0.5,1.0,0.7943,中置信度,外圈故障,False,OR,0.0
I_103,OR,0.9805,0.5,1.0,0.7942,中置信度,外圈故障,False,OR,0.0
E_104,OR,0.9805,0.5,1.0,0.7942,中置信度,外圈故障,False,OR,0.0
J_60,OR,0.9808,0.5,1.0,0.7942,中置信度,外圈故障,False,OR,0.0
I_147,OR,0.9806,0.5,1.0,0.7942,中置信度,外圈故障,False,OR,0.0
I_183,OR,0.9807,0.5,1.0,0.7942,中置信度,外圈故障,False,OR,0.0
I_154,OR,0.9804,0.5,1.0,0.7941,中置信度,外圈故障,False,OR,0.0
I_142,OR,0.9805,0.5,1.0,0.7941,中置信度,外圈故障,False,OR,0.0
E_197,OR,0.9796,0.5,1.0,0.7939,中置信度,外圈故障,False,OR,0.0
C_132,OR,0.9789,0.5,1.0,0.7937,中置信度,外圈故障,False,OR,0.0
E_111,OR,0.9786,0.5,1.0,0.7936,中置信度,外圈故障,False,OR,0.0
I_16,OR,0.9784,0.5,1.0,0.7935,中置信度,外圈故障,False,OR,0.0
E_124,OR,0.9781,0.5,1.0,0.7934,中置信度,外圈故障,False,OR,0.0
E_117,OR,0.9772,0.5,1.0,0.7932,中置信度,外圈故障,False,OR,0.0
I_134,OR,0.9768,0.5,1.0,0.793,中置信度,外圈故障,False,OR,0.0
J_31,OR,0.9767,0.5,1.0,0.793,中置信度,外圈故障,False,OR,0.0
I_173,OR,0.9767,0.5,1.0,0.793,中置信度,外圈故障,False,OR,0.0
E_85,OR,0.9763,0.5,1.0,0.7929,中置信度,外圈故障,False,OR,0.0
E_36,OR,0.9764,0.5,1.0,0.7929,中置信度,外圈故障,False,OR,0.0
E_158,OR,0.9759,0.5,1.0,0.7928,中置信度,外圈故障,False,OR,0.0
J_185,OR,0.9752,0.5,1.0,0.7926,中置信度,外圈故障,False,OR,0.0
I_0,OR,0.9746,0.5,1.0,0.7924,中置信度,外圈故障,False,OR,0.0
C_85,OR,0.9745,0.5,1.0,0.7923,中置信度,外圈故障,False,OR,0.0
I_193,OR,0.9742,0.5,1.0,0.7923,中置信度,外圈故障,False,OR,0.0
I_110,OR,0.9744,0.5,1.0,0.7923,中置信度,外圈故障,False,OR,0.0
E_109,OR,0.9739,0.5,1.0,0.7922,中置信度,外圈故障,False,OR,0.0
C_102,OR,0.9734,0.5,1.0,0.792,中置信度,外圈故障,False,OR,0.0
E_83,OR,0.9732,0.5,1.0,0.792,中置信度,外圈故障,False,OR,0.0
J_13,OR,0.973,0.5,1.0,0.7919,中置信度,外圈故障,False,OR,0.0
E_0,OR,0.9729,0.5,1.0,0.7919,中置信度,外圈故障,False,OR,0.0
C_89,OR,0.9726,0.5,1.0,0.7918,中置信度,外圈故障,False,OR,0.0
J_193,OR,0.9719,0.5,1.0,0.7916,中置信度,外圈故障,False,OR,0.0
J_173,OR,0.9719,0.5,1.0,0.7916,中置信度,外圈故障,False,OR,0.0
E_64,OR,0.9718,0.5,1.0,0.7915,中置信度,外圈故障,False,OR,0.0
E_195,OR,0.9713,0.5,1.0,0.7914,中置信度,外圈故障,False,OR,0.0
I_76,OR,0.9709,0.5,1.0,0.7913,中置信度,外圈故障,False,OR,0.0
E_33,OR,0.9705,0.5,1.0,0.7912,中置信度,外圈故障,False,OR,0.0
I_50,OR,0.9704,0.5,1.0,0.7911,中置信度,外圈故障,False,OR,0.0
I_116,OR,0.97,0.5,1.0,0.791,中置信度,外圈故障,False,OR,0.0
C_50,OR,0.97,0.5,1.0,0.791,中置信度,外圈故障,False,OR,0.0
E_129,OR,0.97,0.5,1.0,0.791,中置信度,外圈故障,False,OR,0.0
I_93,OR,0.9693,0.5,1.0,0.7908,中置信度,外圈故障,False,OR,0.0
J_0,OR,0.9694,0.5,1.0,0.7908,中置信度,外圈故障,False,OR,0.0
E_54,OR,0.9691,0.5,1.0,0.7907,中置信度,外圈故障,False,OR,0.0
J_116,OR,0.9677,0.5,1.0,0.7903,中置信度,外圈故障,False,OR,0.0
J_156,OR,0.9676,0.5,1.0,0.7903,中置信度,外圈故障,False,OR,0.0
I_43,OR,0.9643,0.5,1.0,0.7893,中置信度,外圈故障,False,OR,0.0
E_28,OR,0.964,0.5,1.0,0.7892,中置信度,外圈故障,False,OR,0.0
E_184,OR,0.9632,0.5,1.0,0.789,中置信度,外圈故障,False,OR,0.0
I_11,OR,0.9629,0.5,1.0,0.7889,中置信度,外圈故障,False,OR,0.0
J_21,OR,0.9626,0.5,1.0,0.7888,中置信度,外圈故障,False,OR,0.0
I_24,OR,0.9608,0.5,1.0,0.7882,中置信度,外圈故障,False,OR,0.0
I_158,OR,0.9598,0.5,1.0,0.7879,中置信度,外圈故障,False,OR,0.0
I_132,OR,0.9595,0.5,1.0,0.7878,中置信度,外圈故障,False,OR,0.0
E_91,OR,0.9587,0.5,1.0,0.7876,中置信度,外圈故障,False,OR,0.0
E_163,OR,0.9587,0.5,1.0,0.7876,中置信度,外圈故障,False,OR,0.0
C_20,OR,0.9578,0.5,1.0,0.7873,中置信度,外圈故障,False,OR,0.0
I_121,OR,0.9574,0.5,1.0,0.7872,中置信度,外圈故障,False,OR,0.0
J_70,OR,0.9569,0.5,1.0,0.7871,中置信度,外圈故障,False,OR,0.0
C_128,OR,0.9559,0.5,1.0,0.7868,中置信度,外圈故障,False,OR,0.0
E_41,OR,0.9561,0.5,1.0,0.7868,中置信度,外圈故障,False,OR,0.0
I_123,OR,0.9539,0.5,1.0,0.7862,中置信度,外圈故障,False,OR,0.0
J_189,OR,0.9529,0.5,1.0,0.7859,中置信度,外圈故障,False,OR,0.0
J_107,OR,0.9525,0.5,1.0,0.7858,中置信度,外圈故障,False,OR,0.0
I_119,OR,0.952,0.5,1.0,0.7856,中置信度,外圈故障,False,OR,0.0
I_94,OR,0.9513,0.5,1.0,0.7854,中置信度,外圈故障,False,OR,0.0
E_15,OR,0.9512,0.5,1.0,0.7854,中置信度,外圈故障,False,OR,0.0
I_184,OR,0.951,0.5,1.0,0.7853,中置信度,外圈故障,False,OR,0.0
E_2,OR,0.9503,0.5,1.0,0.7851,中置信度,外圈故障,False,OR,0.0
J_26,OR,0.9498,0.5,1.0,0.785,中置信度,外圈故障,False,OR,0.0
E_171,OR,0.9473,0.5,1.0,0.7842,中置信度,外圈故障,False,OR,0.0
I_63,OR,0.9416,0.5,1.0,0.7825,中置信度,外圈故障,False,OR,0.0
C_197,OR,0.9417,0.5,1.0,0.7825,中置信度,外圈故障,False,OR,0.0
E_137,OR,0.9393,0.5,1.0,0.7818,中置信度,外圈故障,False,OR,0.0
C_115,OR,0.9381,0.5,1.0,0.7814,中置信度,外圈故障,False,OR,0.0
J_86,OR,0.9363,0.5,1.0,0.7809,中置信度,外圈故障,False,OR,0.0
J_129,OR,0.9338,0.5,1.0,0.7801,中置信度,外圈故障,False,OR,0.0
E_23,OR,0.9333,0.5,1.0,0.78,中置信度,外圈故障,False,OR,0.0
C_189,OR,0.9334,0.5,1.0,0.78,中置信度,外圈故障,False,OR,0.0
I_17,OR,0.93,0.5,1.0,0.779,中置信度,外圈故障,False,OR,0.0
E_7,OR,0.9281,0.5,1.0,0.7784,中置信度,外圈故障,False,OR,0.0
E_192,OR,0.914,0.5,1.0,0.7742,中置信度,外圈故障,False,OR,0.0
E_43,OR,0.9104,0.5,1.0,0.7731,中置信度,外圈故障,False,OR,0.0
O_35,NORMAL,0.9061,0.5,1.0,0.7718,中置信度,正常,False,NORMAL,0.0
I_106,OR,0.8997,0.5,1.0,0.7699,中置信度,外圈故障,False,OR,0.0
I_21,OR,0.8861,0.5,1.0,0.7658,中置信度,外圈故障,False,OR,0.0
I_145,OR,0.8787,0.5,1.0,0.7636,中置信度,外圈故障,False,OR,0.0
I_42,OR,0.8701,0.5,1.0,0.761,中置信度,外圈故障,False,OR,0.0
E_65,IR,0.8452,0.5,1.0,0.7536,中置信度,内圈故障,False,IR,0.0
E_78,OR,0.8034,0.5,1.0,0.741,中置信度,外圈故障,False,OR,0.0
J_18,OR,0.9999,0.5,0.8,0.74,中置信度,外圈故障,False,OR,0.0
C_78,OR,0.9999,0.5,0.8,0.74,中置信度,外圈故障,False,OR,0.0
J_164,OR,0.9999,0.5,0.8,0.74,中置信度,外圈故障,False,OR,0.0
C_52,OR,0.9999,0.5,0.8,0.74,中置信度,外圈故障,False,OR,0.0
C_138,OR,0.9998,0.5,0.8,0.74,中置信度,外圈故障,False,OR,0.0
J_5,OR,0.9999,0.5,0.8,0.74,中置信度,外圈故障,False,OR,0.0
C_23,OR,0.9997,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
C_91,OR,0.9997,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
J_177,OR,0.9997,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
C_31,OR,0.9996,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
C_101,OR,0.9996,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
C_137,OR,0.9997,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
C_10,OR,0.9996,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
C_75,OR,0.9996,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
C_161,OR,0.9996,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
J_104,OR,0.9995,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
J_48,OR,0.9997,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
J_50,OR,0.9995,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
J_91,OR,0.9997,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
J_30,OR,0.9995,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
J_61,OR,0.9997,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
C_2,OR,0.9996,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
J_65,OR,0.9995,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
J_52,OR,0.9995,0.5,0.8,0.7399,中置信度,外圈故障,False,OR,0.0
I_27,OR,0.9994,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
C_190,OR,0.9993,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
C_145,OR,0.9994,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
I_181,OR,0.9994,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
I_58,OR,0.9994,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
C_143,OR,0.9993,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
J_134,OR,0.9995,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
C_67,OR,0.9993,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
J_95,OR,0.9994,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
J_130,OR,0.9993,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
I_61,OR,0.9993,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
I_191,OR,0.9992,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
C_28,OR,0.9994,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
I_22,OR,0.9994,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
C_15,OR,0.9994,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
C_119,OR,0.9992,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
J_74,OR,0.9995,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
J_82,OR,0.9993,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
J_43,OR,0.9993,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
C_26,OR,0.9993,0.5,0.8,0.7398,中置信度,外圈故障,False,OR,0.0
C_125,OR,0.9992,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
C_13,OR,0.9992,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
C_65,OR,0.9991,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
C_124,OR,0.999,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
C_5,OR,0.9991,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
C_60,OR,0.9992,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
C_21,OR,0.999,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
C_169,OR,0.9992,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
J_160,OR,0.9991,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
C_146,OR,0.9989,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
J_39,OR,0.999,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
J_115,OR,0.9989,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
I_92,OR,0.999,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
C_96,OR,0.9989,0.5,0.8,0.7397,中置信度,外圈故障,False,OR,0.0
N_196,IR,0.7988,0.5,1.0,0.7397,中置信度,内圈故障,False,IR,0.0
C_185,OR,0.9986,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
C_114,OR,0.9988,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
C_83,OR,0.9986,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
C_73,OR,0.9986,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
J_44,OR,0.9986,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
I_66,OR,0.9987,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
J_87,OR,0.9988,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
J_172,OR,0.9986,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
J_141,OR,0.9987,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
J_154,OR,0.9988,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
C_49,OR,0.9986,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
J_34,OR,0.9986,0.5,0.8,0.7396,中置信度,外圈故障,False,OR,0.0
C_122,OR,0.9984,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_163,OR,0.9984,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_164,OR,0.9984,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_158,OR,0.9983,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_127,OR,0.9984,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_36,OR,0.9983,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_153,OR,0.9985,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
I_162,OR,0.9983,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
I_48,OR,0.9983,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
I_53,OR,0.9983,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
J_196,OR,0.9984,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
J_138,OR,0.9985,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_179,OR,0.9983,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_140,OR,0.9983,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_70,OR,0.9983,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_55,OR,0.9982,0.5,0.8,0.7395,中置信度,外圈故障,False,OR,0.0
C_151,OR,0.9979,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
C_59,OR,0.9979,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
J_167,OR,0.9979,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
I_105,OR,0.9979,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
I_175,OR,0.9981,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
C_18,OR,0.998,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
J_194,OR,0.998,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
J_78,OR,0.9981,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
C_54,OR,0.998,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
J_123,OR,0.9981,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
I_139,OR,0.9979,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
C_0,OR,0.998,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
C_80,OR,0.9981,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
C_81,OR,0.998,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
I_79,OR,0.9979,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
C_104,OR,0.9982,0.5,0.8,0.7394,中置信度,外圈故障,False,OR,0.0
I_176,OR,0.9978,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
C_159,OR,0.9978,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
J_29,OR,0.9978,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
I_40,OR,0.9978,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
I_84,OR,0.9977,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
J_190,OR,0.9977,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
I_118,OR,0.9975,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
C_41,OR,0.9978,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
C_46,OR,0.9978,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
I_19,OR,0.9978,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
J_191,OR,0.9975,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
J_1,OR,0.9975,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
I_14,OR,0.9977,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
C_72,OR,0.9977,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
I_194,OR,0.9976,0.5,0.8,0.7393,中置信度,外圈故障,False,OR,0.0
J_147,OR,0.9974,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
J_108,OR,0.9972,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
I_102,OR,0.9972,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
C_117,OR,0.9972,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
I_6,OR,0.9975,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
J_181,OR,0.9972,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
C_8,OR,0.9975,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
J_175,OR,0.9972,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
C_68,OR,0.9974,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
C_39,OR,0.9972,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
C_34,OR,0.9972,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
C_109,OR,0.9972,0.5,0.8,0.7392,中置信度,外圈故障,False,OR,0.0
C_62,OR,0.9971,0.5,0.8,0.7391,中置信度,外圈故障,False,OR,0.0
J_97,OR,0.9969,0.5,0.8,0.7391,中置信度,外圈故障,False,OR,0.0
I_98,OR,0.9968,0.5,0.8,0.7391,中置信度,外圈故障,False,OR,0.0
C_192,OR,0.997,0.5,0.8,0.7391,中置信度,外圈故障,False,OR,0.0
J_81,OR,0.997,0.5,0.8,0.7391,中置信度,外圈故障,False,OR,0.0
I_87,OR,0.997,0.5,0.8,0.7391,中置信度,外圈故障,False,OR,0.0
C_156,OR,0.9968,0.5,0.8,0.7391,中置信度,外圈故障,False,OR,0.0
C_182,OR,0.997,0.5,0.8,0.7391,中置信度,外圈故障,False,OR,0.0
C_180,OR,0.9971,0.5,0.8,0.7391,中置信度,外圈故障,False,OR,0.0
I_35,OR,0.9968,0.5,0.8,0.739,中置信度,外圈故障,False,OR,0.0
C_195,OR,0.9966,0.5,0.8,0.739,中置信度,外圈故障,False,OR,0.0
I_131,OR,0.9967,0.5,0.8,0.739,中置信度,外圈故障,False,OR,0.0
I_150,OR,0.9966,0.5,0.8,0.739,中置信度,外圈故障,False,OR,0.0
J_99,OR,0.9966,0.5,0.8,0.739,中置信度,外圈故障,False,OR,0.0
I_45,OR,0.9965,0.5,0.8,0.739,中置信度,外圈故障,False,OR,0.0
C_88,OR,0.9965,0.5,0.8,0.739,中置信度,外圈故障,False,OR,0.0
J_120,OR,0.9968,0.5,0.8,0.739,中置信度,外圈故障,False,OR,0.0
I_172,OR,0.9962,0.5,0.8,0.7389,中置信度,外圈故障,False,OR,0.0
C_150,OR,0.9962,0.5,0.8,0.7389,中置信度,外圈故障,False,OR,0.0
C_29,OR,0.9964,0.5,0.8,0.7389,中置信度,外圈故障,False,OR,0.0
C_177,OR,0.9962,0.5,0.8,0.7389,中置信度,外圈故障,False,OR,0.0
J_79,OR,0.9962,0.5,0.8,0.7389,中置信度,外圈故障,False,OR,0.0
J_89,OR,0.9963,0.5,0.8,0.7389,中置信度,外圈故障,False,OR,0.0
J_126,OR,0.9963,0.5,0.8,0.7389,中置信度,外圈故障,False,OR,0.0
C_16,OR,0.996,0.5,0.8,0.7388,中置信度,外圈故障,False,OR,0.0
C_44,OR,0.9961,0.5,0.8,0.7388,中置信度,外圈故障,False,OR,0.0
I_13,OR,0.9961,0.5,0.8,0.7388,中置信度,外圈故障,False,OR,0.0
C_135,OR,0.996,0.5,0.8,0.7388,中置信度,外圈故障,False,OR,0.0
J_6,OR,0.9958,0.5,0.8,0.7388,中置信度,外圈故障,False,OR,0.0
I_152,OR,0.9959,0.5,0.8,0.7388,中置信度,外圈故障,False,OR,0.0
