filename,original_prediction,corrected_prediction,original_confidence,corrected_confidence,improvement,validation_reason,all_hypotheses
H_190,OR,IR,0.4335,0.5348360711336135,0.10133607113361354,有效修正(改善0.101),"{'B': {'classifier_prob': 0.105408415, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23162252455949783}, 'IR': {'classifier_prob': 0.31612024, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5348360711336135}, 'NORMAL': {'classifier_prob': 8.06831e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2000242049303779}, 'OR': {'classifier_prob': 0.57839066, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4335171973705292}}"
H_171,OR,IR,0.4319,0.538496276140213,0.106596276140213,有效修正(改善0.107),"{'B': {'classifier_prob': 0.098735325, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.22962059751152994}, 'IR': {'classifier_prob': 0.32832092, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.538496276140213}, 'NORMAL': {'classifier_prob': 7.278228e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2000218346831389}, 'OR': {'classifier_prob': 0.572871, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4318613088130951}}"
N_107,IR,OR,0.4319,0.5623537734150886,0.13045377341508863,有效修正(改善0.130),"{'B': {'classifier_prob': 0.019248046, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2057744137942791}, 'IR': {'classifier_prob': 0.77290577, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.4318717300891876}, 'NORMAL': {'classifier_prob': 2.8123017e-07, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000008436905148}, 'OR': {'classifier_prob': 0.20784591, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.5623537734150886}}"
K_97,OR,IR,0.4315,0.5474037224054337,0.11590372240543367,有效修正(改善0.116),"{'B': {'classifier_prob': 0.070389174, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2211167521774769}, 'IR': {'classifier_prob': 0.3580124, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5474037224054337}, 'NORMAL': {'classifier_prob': 2.9818562e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000894556869753}, 'OR': {'classifier_prob': 0.5715686, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.431470582485199}}"
N_104,IR,OR,0.4292,0.5640036940574646,0.13480369405746462,有效修正(改善0.135),"{'B': {'classifier_prob': 0.022705197, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20681155920028688}, 'IR': {'classifier_prob': 0.7639489, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.4291846752166748}, 'NORMAL': {'classifier_prob': 2.2835906e-07, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000006850771684}, 'OR': {'classifier_prob': 0.21334565, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.5640036940574646}}"
N_70,OR,IR,0.4292,0.5369912528991699,0.10779125289916991,有效修正(改善0.108),"{'B': {'classifier_prob': 0.112440184, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2337320551276207}, 'IR': {'classifier_prob': 0.32330418, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5369912528991699}, 'NORMAL': {'classifier_prob': 0.00014640641, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2000439219234977}, 'OR': {'classifier_prob': 0.56410915, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42923274397850036}}"
N_162,IR,OR,0.4291,0.564022210240364,0.13492221024036405,有效修正(改善0.135),"{'B': {'classifier_prob': 0.02296863, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20689058881253006}, 'IR': {'classifier_prob': 0.7636237, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.42908711433410646}, 'NORMAL': {'classifier_prob': 3.8598196e-07, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000011579458887}, 'OR': {'classifier_prob': 0.21340737, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.564022210240364}}"
N_154,OR,IR,0.429,0.5370594614744186,0.10805946147441864,有效修正(改善0.108),"{'B': {'classifier_prob': 0.113152005, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23394560143351556}, 'IR': {'classifier_prob': 0.32353154, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5370594614744186}, 'NORMAL': {'classifier_prob': 0.00013625067, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20004087520210306}, 'OR': {'classifier_prob': 0.5631802, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.428954062461853}}"
N_7,IR,OR,0.4289,0.5604740643501281,0.13157406435012814,有效修正(改善0.132),"{'B': {'classifier_prob': 0.03525592, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.21057677604258063}, 'IR': {'classifier_prob': 0.56316066, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4289481973648071}, 'NORMAL': {'classifier_prob': 3.1864015e-06, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000095592045}, 'OR': {'classifier_prob': 0.4015802, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5604740643501281}}"
N_43,IR,OR,0.4281,0.5635461449623107,0.13544614496231072,有效修正(改善0.135),"{'B': {'classifier_prob': 0.027862176, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20835865288972855}, 'IR': {'classifier_prob': 0.76031625, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.42809487581253053}, 'NORMAL': {'classifier_prob': 1.1317717e-06, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000033953150478}, 'OR': {'classifier_prob': 0.21182048, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.5635461449623107}}"
H_49,OR,IR,0.428,0.5383194023370743,0.11031940233707432,有效修正(改善0.110),"{'B': {'classifier_prob': 0.112073354, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23362200632691385}, 'IR': {'classifier_prob': 0.32773134, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5383194023370743}, 'NORMAL': {'classifier_prob': 0.00010166988, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20003050096420338}, 'OR': {'classifier_prob': 0.56009364, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4280280923843384}}"
N_172,OR,IR,0.4272,0.5390730226039886,0.11187302260398857,有效修正(改善0.112),"{'B': {'classifier_prob': 0.11212585, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23363775536417963}, 'IR': {'classifier_prob': 0.3302434, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5390730226039886}, 'NORMAL': {'classifier_prob': 0.00017758146, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20005327443795978}, 'OR': {'classifier_prob': 0.5574532, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42723596453666685}}"
N_153,OR,IR,0.4267,0.5519034051895142,0.12520340518951417,有效修正(改善0.125),"{'B': {'classifier_prob': 0.071373105, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.22141193151474}, 'IR': {'classifier_prob': 0.37301135, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5519034051895142}, 'NORMAL': {'classifier_prob': 4.6934027e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20001408020798409}, 'OR': {'classifier_prob': 0.55556864, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4266705906391144}}"
N_167,IR,OR,0.4265,0.5662192925810814,0.1397192925810814,有效修正(改善0.140),"{'B': {'classifier_prob': 0.02435341, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20730602275580168}, 'IR': {'classifier_prob': 0.7549148, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.42647444605827334}, 'NORMAL': {'classifier_prob': 7.82287e-07, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000023468609243}, 'OR': {'classifier_prob': 0.22073098, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.5662192925810814}}"
N_65,IR,OR,0.4256,0.5631523305177688,0.13755233051776883,有效修正(改善0.138),"{'B': {'classifier_prob': 0.037451882, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.21123556457459927}, 'IR': {'classifier_prob': 0.55203676, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42561102867126466}, 'NORMAL': {'classifier_prob': 3.6152678e-06, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2000010845803445}, 'OR': {'classifier_prob': 0.41050777, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5631523305177688}}"
K_132,OR,IR,0.4254,0.5259358489513397,0.10053584895133971,有效修正(改善0.101),"{'B': {'classifier_prob': 0.16195863, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.24858759045600892}, 'IR': {'classifier_prob': 0.28645283, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5259358489513397}, 'NORMAL': {'classifier_prob': 0.00025738758, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20007721627480352}, 'OR': {'classifier_prob': 0.5513312, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42539936661720273}}"
H_108,OR,IR,0.4254,0.5308218592405319,0.10542185924053193,有效修正(改善0.105),"{'B': {'classifier_prob': 0.14584988, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2437549650669098}, 'IR': {'classifier_prob': 0.30273953, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5308218592405319}, 'NORMAL': {'classifier_prob': 9.2395436e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20002771863073576}, 'OR': {'classifier_prob': 0.55131817, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42539545059204104}}"
K_120,OR,IR,0.4254,0.5286220276355743,0.10322202763557431,有效修正(改善0.103),"{'B': {'classifier_prob': 0.15298685, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.24589605629444122}, 'IR': {'classifier_prob': 0.29540676, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5286220276355743}, 'NORMAL': {'classifier_prob': 0.0002220407, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20006661221123068}, 'OR': {'classifier_prob': 0.55138427, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42541528105735776}}"
K_191,OR,IR,0.4238,0.5241794937849045,0.10037949378490446,有效修正(改善0.100),"{'B': {'classifier_prob': 0.17310974, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.25193292200565337}, 'IR': {'classifier_prob': 0.2805983, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5241794937849045}, 'NORMAL': {'classifier_prob': 0.0001455223, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2000436566886492}, 'OR': {'classifier_prob': 0.5461465, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42384395360946653}}"
N_130,IR,OR,0.4231,0.5655910485982895,0.14249104859828948,有效修正(改善0.143),"{'B': {'classifier_prob': 0.03774138, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2113224145025015}, 'IR': {'classifier_prob': 0.5436188, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42308563947677613}, 'NORMAL': {'classifier_prob': 3.014172e-06, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000090425162398}, 'OR': {'classifier_prob': 0.41863683, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5655910485982895}}"
K_51,OR,IR,0.4231,0.5288519018888473,0.10575190188884737,有效修正(改善0.106),"{'B': {'classifier_prob': 0.15978593, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.24793577790260315}, 'IR': {'classifier_prob': 0.296173, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5288519018888473}, 'NORMAL': {'classifier_prob': 0.00025840892, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20007752267702017}, 'OR': {'classifier_prob': 0.5437826, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42313477754592893}}"
H_4,OR,IR,0.4228,0.5261020028591156,0.10330200285911556,有效修正(改善0.103),"{'B': {'classifier_prob': 0.17032883, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2510986477136612}, 'IR': {'classifier_prob': 0.28700668, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5261020028591156}, 'NORMAL': {'classifier_prob': 0.00012083977, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20003625193203334}, 'OR': {'classifier_prob': 0.54254365, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4227630949020386}}"
K_41,OR,IR,0.4219,0.5289500260353088,0.10705002603530883,有效修正(改善0.107),"{'B': {'classifier_prob': 0.16383708, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.24915112257003785}, 'IR': {'classifier_prob': 0.2965001, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5289500260353088}, 'NORMAL': {'classifier_prob': 0.00016106605, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20004831981641474}, 'OR': {'classifier_prob': 0.5395017, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.421850517988205}}"
E_165,IR,OR,0.4213,0.5729221642017364,0.15162216420173635,有效修正(改善0.152),"{'B': {'classifier_prob': 0.019387908, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20581637248396875}, 'IR': {'classifier_prob': 0.7375373, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.4212611973285675}, 'NORMAL': {'classifier_prob': 9.1484213e-07, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000027445263982}, 'OR': {'classifier_prob': 0.24307388, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.5729221642017364}}"
E_178,IR,OR,0.4212,0.5778154039382934,0.15661540393829343,有效修正(改善0.157),"{'B': {'classifier_prob': 0.0031311286, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20093933858443053}, 'IR': {'classifier_prob': 0.5374842, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42124526858329775}, 'NORMAL': {'classifier_prob': 1.7248234e-09, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000000051744704}, 'OR': {'classifier_prob': 0.45938468, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5778154039382934}}"
M_154,OR,IR,0.421,0.5434889310598373,0.12248893105983732,有效修正(改善0.122),"{'B': {'classifier_prob': 0.11825612, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23547683656215668}, 'IR': {'classifier_prob': 0.3449631, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5434889310598373}, 'NORMAL': {'classifier_prob': 0.00013822458, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20004146737483097}, 'OR': {'classifier_prob': 0.5366426, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4209927833080292}}"
N_111,IR,OR,0.4207,0.5703494742512702,0.14964947425127023,有效修正(改善0.150),"{'B': {'classifier_prob': 0.029964212, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2089892636984587}, 'IR': {'classifier_prob': 0.73553485, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.42066045403480534}, 'NORMAL': {'classifier_prob': 2.755614e-06, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000082668423147}, 'OR': {'classifier_prob': 0.23449825, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.5703494742512702}}"
N_18,OR,IR,0.4205,0.5412211591005325,0.1207211591005325,有效修正(改善0.121),"{'B': {'classifier_prob': 0.12719204, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2381576105952263}, 'IR': {'classifier_prob': 0.33740386, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5412211591005325}, 'NORMAL': {'classifier_prob': 0.00026009162, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20007802748586984}, 'OR': {'classifier_prob': 0.535144, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4205431914329529}}"
M_184,OR,IR,0.42,0.5312605255842209,0.11126052558422089,有效修正(改善0.111),"{'B': {'classifier_prob': 0.1620521, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.24861562848091126}, 'IR': {'classifier_prob': 0.30420175, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5312605255842209}, 'NORMAL': {'classifier_prob': 0.00026623826, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20007987147837414}, 'OR': {'classifier_prob': 0.5334799, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.42004397869110105}}"
K_42,OR,IR,0.4187,0.5278117680549621,0.10911176805496209,有效修正(改善0.109),"{'B': {'classifier_prob': 0.17807724, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2534231707453728}, 'IR': {'classifier_prob': 0.2927059, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5278117680549621}, 'NORMAL': {'classifier_prob': 0.00018274986, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20005482495907928}, 'OR': {'classifier_prob': 0.5290341, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4187102234363556}}"
N_50,IR,OR,0.4178,0.5759020233154297,0.15810202331542972,有效修正(改善0.158),"{'B': {'classifier_prob': 0.02115172, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20634551588445904}, 'IR': {'classifier_prob': 0.52584106, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4177523171901703}, 'NORMAL': {'classifier_prob': 4.4557885e-07, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000013367365455}, 'OR': {'classifier_prob': 0.45300674, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5759020233154297}}"
M_9,OR,IR,0.4176,0.538840805888176,0.12124080588817593,有效修正(改善0.121),"{'B': {'classifier_prob': 0.1449366, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2434809818863869}, 'IR': {'classifier_prob': 0.32946935, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.538840805888176}, 'NORMAL': {'classifier_prob': 0.00015060557, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20004518167115748}, 'OR': {'classifier_prob': 0.5254434, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.4176330125331879}}"
